run_id,seed_id,schedule_seed,policy,bound_k,fault_mode,n_cmds,scheduler_version,git_commit,mismatch,timeout,crash,pending_left,pending_peak,pending_area,pending_mean,RD,FE,RCS,completion_rate,mean_latency_disp,p95_latency_disp,max_latency_disp,mean_latency_step,p95_latency_step,max_latency_step,n_ok,n_err,n_timeout,n_fences,viol_complete_unexpected,viol_reset_pending_mismatch,viol_bound_k_overflow,tail_budget_step,tail_slack_step,tail_exceed,log_file
seed_001_long32_ADVERSARIAL_0_12_RESET,seed_001_long32,12,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,6,61,2.103448,0.000000,0.977778,1.000000,0.500000,0.000000,0.000000,0.000000,4.833333,8.000000,9.000000,16,0,0,5,,,,3,5.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_12_RESET.log
seed_001_long32_ADVERSARIAL_0_12_TIMEOUT,seed_001_long32,12,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,6,71,2.088235,0.000000,1.000000,1.000000,0.656250,0.000000,0.000000,0.000000,5.764706,10.000000,10.000000,21,0,1,5,,,,3,7.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_12_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_13_NONE,seed_001_long32,13,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,9,112,2.333333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,7.000000,15.000000,16.000000,32,0,0,8,,,,3,12.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_13_NONE.log
seed_001_long32_ADVERSARIAL_0_13_RESET,seed_001_long32,13,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,9,84,2.709677,0.000000,0.947917,1.000000,0.500000,0.000000,0.000000,0.000000,6.000000,13.000000,16.000000,16,0,0,6,,,,3,10.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_13_RESET.log
seed_001_long32_ADVERSARIAL_0_13_TIMEOUT,seed_001_long32,13,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,9,105,2.763158,0.000000,1.000000,1.000000,0.750000,0.000000,0.000000,0.000000,8.157895,15.000000,16.000000,24,0,1,6,,,,3,12.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_13_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_14_NONE,seed_001_long32,14,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,9,192,4.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,11.875000,17.000000,17.000000,32,0,0,8,,,,3,14.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_14_NONE.log
seed_001_long32_ADVERSARIAL_0_14_RESET,seed_001_long32,14,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,7,99,3.413793,0.000000,0.977778,1.000000,0.500000,0.000000,0.000000,0.000000,9.500000,12.000000,12.000000,16,0,0,6,,,,3,9.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_14_RESET.log
seed_001_long32_ADVERSARIAL_0_14_TIMEOUT,seed_001_long32,14,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,7,109,3.205882,0.000000,1.000000,1.000000,0.687500,0.000000,0.000000,0.000000,9.764706,12.000000,13.000000,22,0,1,6,,,,3,9.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_14_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_15_NONE,seed_001_long32,15,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,5,72,1.500000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.291667,7.000000,9.000000,32,0,0,8,,,,3,4.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_15_NONE.log
seed_001_long32_ADVERSARIAL_0_15_RESET,seed_001_long32,15,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,5,45,1.730769,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,4.833333,8.000000,9.000000,16,0,0,4,,,,3,5.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_15_RESET.log
seed_001_long32_ADVERSARIAL_0_15_TIMEOUT,seed_001_long32,15,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,5,46,1.642857,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,4.500000,8.000000,9.000000,17,0,1,4,,,,3,5.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_15_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_16_NONE,seed_001_long32,16,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,5,70,1.458333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.375000,7.000000,8.000000,32,0,0,8,,,,3,4.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_16_NONE.log
seed_001_long32_ADVERSARIAL_0_16_RESET,seed_001_long32,16,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,5,31,1.192308,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,3.583333,6.000000,6.000000,16,0,0,4,,,,3,3.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_16_RESET.log
seed_001_long32_ADVERSARIAL_0_16_TIMEOUT,seed_001_long32,16,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,5,32,1.142857,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,3.428571,6.000000,6.000000,17,0,1,4,,,,3,3.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_16_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_17_NONE,seed_001_long32,17,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,7,80,1.666667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5.208333,11.000000,11.000000,32,0,0,8,,,,3,8.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_17_NONE.log
seed_001_long32_ADVERSARIAL_0_17_RESET,seed_001_long32,17,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,7,61,2.440000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,7.583333,11.000000,11.000000,16,0,0,4,,,,3,8.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_17_RESET.log
seed_001_long32_ADVERSARIAL_0_17_TIMEOUT,seed_001_long32,17,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,7,61,2.346154,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,7.076923,11.000000,11.000000,16,0,1,4,,,,3,8.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_17_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_18_NONE,seed_001_long32,18,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,14,308,6.416667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,19.333333,26.000000,27.000000,32,0,0,8,,,,3,23.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_18_NONE.log
seed_001_long32_ADVERSARIAL_0_18_RESET,seed_001_long32,18,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,14,225,6.617647,0.000000,0.904202,1.000000,0.500000,0.000000,0.000000,0.000000,17.833333,27.000000,27.000000,16,0,0,7,,,,3,24.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_18_RESET.log
seed_001_long32_ADVERSARIAL_0_18_TIMEOUT,seed_001_long32,18,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,14,270,6.136364,0.000000,1.000000,1.000000,0.875000,0.000000,0.000000,0.000000,18.136364,25.000000,27.000000,28,0,1,7,,,,3,22.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_18_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_19_NONE,seed_001_long32,19,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,6,58,1.208333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.500000,7.000000,9.000000,32,0,0,8,,,,3,4.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_19_NONE.log
seed_001_long32_ADVERSARIAL_0_19_RESET,seed_001_long32,19,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,3,23,0.920000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,2.583333,4.000000,4.000000,16,0,0,4,,,,3,1.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_19_RESET.log
seed_001_long32_ADVERSARIAL_0_19_TIMEOUT,seed_001_long32,19,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,3,23,0.884615,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,2.538462,4.000000,4.000000,16,0,1,4,,,,3,1.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_19_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_1_NONE,seed_001_long32,1,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,8,142,2.958333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,8.416667,12.000000,14.000000,32,0,0,8,,,,3,9.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_1_NONE.log
seed_001_long32_ADVERSARIAL_0_1_RESET,seed_001_long32,1,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,7,70,2.500000,0.000000,0.982609,1.000000,0.500000,0.000000,0.000000,0.000000,6.000000,12.000000,12.000000,16,0,0,5,,,,3,9.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_1_RESET.log
seed_001_long32_ADVERSARIAL_0_1_TIMEOUT,seed_001_long32,1,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,7,76,2.375000,0.000000,1.000000,1.000000,0.625000,0.000000,0.000000,0.000000,6.562500,12.000000,12.000000,20,0,1,5,,,,3,9.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_1_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_20_NONE,seed_001_long32,20,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,9,94,1.958333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5.833333,14.000000,14.000000,32,0,0,8,,,,3,11.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_20_NONE.log
seed_001_long32_ADVERSARIAL_0_20_RESET,seed_001_long32,20,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,25,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,2.750000,5.000000,5.000000,16,0,0,4,,,,3,2.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_20_RESET.log
seed_001_long32_ADVERSARIAL_0_20_TIMEOUT,seed_001_long32,20,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,25,0.961538,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,2.615385,5.000000,5.000000,16,0,1,4,,,,3,2.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_20_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_21_NONE,seed_001_long32,21,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,6,88,1.833333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5.375000,9.000000,10.000000,32,0,0,8,,,,3,6.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_21_NONE.log
seed_001_long32_ADVERSARIAL_0_21_RESET,seed_001_long32,21,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,3,27,1.038462,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,2.416667,4.000000,5.000000,16,0,0,5,,,,3,1.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_21_RESET.log
seed_001_long32_ADVERSARIAL_0_21_TIMEOUT,seed_001_long32,21,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,3,28,1.000000,0.000000,1.000000,1.000000,0.562500,0.000000,0.000000,0.000000,2.785714,5.000000,6.000000,18,0,1,5,,,,3,2.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_21_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_22_NONE,seed_001_long32,22,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,8,160,3.333333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,10.083333,14.000000,16.000000,32,0,0,8,,,,3,11.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_22_NONE.log
seed_001_long32_ADVERSARIAL_0_22_RESET,seed_001_long32,22,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,8,103,3.961538,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,11.750000,15.000000,16.000000,16,0,0,4,,,,3,12.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_22_RESET.log
seed_001_long32_ADVERSARIAL_0_22_TIMEOUT,seed_001_long32,22,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,8,104,3.714286,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,11.000000,15.000000,16.000000,17,0,1,4,,,,3,12.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_22_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_23_NONE,seed_001_long32,23,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,6,62,1.291667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.750000,7.000000,7.000000,32,0,0,8,,,,3,4.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_23_NONE.log
seed_001_long32_ADVERSARIAL_0_23_RESET,seed_001_long32,23,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,31,1.192308,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,3.166667,5.000000,6.000000,16,0,0,4,,,,3,2.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_23_RESET.log
seed_001_long32_ADVERSARIAL_0_23_TIMEOUT,seed_001_long32,23,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,32,1.142857,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,3.071429,5.000000,6.000000,17,0,1,4,,,,3,2.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_23_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_24_NONE,seed_001_long32,24,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,10,184,3.833333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,11.500000,16.000000,17.000000,32,0,0,8,,,,3,13.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_24_NONE.log
seed_001_long32_ADVERSARIAL_0_24_RESET,seed_001_long32,24,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,10,128,4.129032,0.000000,0.947917,1.000000,0.500000,0.000000,0.000000,0.000000,10.583333,15.000000,17.000000,16,0,0,6,,,,3,12.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_24_RESET.log
seed_001_long32_ADVERSARIAL_0_24_TIMEOUT,seed_001_long32,24,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,10,149,3.921053,0.000000,1.000000,1.000000,0.750000,0.000000,0.000000,0.000000,11.421053,16.000000,17.000000,24,0,1,6,,,,3,13.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_24_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_25_NONE,seed_001_long32,25,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,7,62,1.291667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.833333,8.000000,10.000000,32,0,0,8,,,,3,5.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_25_NONE.log
seed_001_long32_ADVERSARIAL_0_25_RESET,seed_001_long32,25,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,7,41,1.576923,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,4.833333,8.000000,10.000000,16,0,0,4,,,,3,5.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_25_RESET.log
seed_001_long32_ADVERSARIAL_0_25_TIMEOUT,seed_001_long32,25,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,7,42,1.500000,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,4.571429,8.000000,10.000000,17,0,1,4,,,,3,5.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_25_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_26_NONE,seed_001_long32,26,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,11,240,5.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,15.000000,19.000000,20.000000,32,0,0,8,,,,3,16.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_26_NONE.log
seed_001_long32_ADVERSARIAL_0_26_RESET,seed_001_long32,26,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,11,159,5.300000,0.000000,0.960245,1.000000,0.500000,0.000000,0.000000,0.000000,14.833333,19.000000,20.000000,16,0,0,6,,,,3,16.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_26_RESET.log
seed_001_long32_ADVERSARIAL_0_26_TIMEOUT,seed_001_long32,26,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,11,174,4.833333,0.000000,1.000000,1.000000,0.718750,0.000000,0.000000,0.000000,14.277778,19.000000,20.000000,23,0,1,6,,,,3,16.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_26_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_27_NONE,seed_001_long32,27,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,8,128,2.666667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,8.000000,12.000000,12.000000,32,0,0,8,,,,3,9.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_27_NONE.log
seed_001_long32_ADVERSARIAL_0_27_RESET,seed_001_long32,27,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,8,100,3.571429,0.000000,0.982609,1.000000,0.500000,0.000000,0.000000,0.000000,10.583333,12.000000,12.000000,16,0,0,5,,,,3,9.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_27_RESET.log
seed_001_long32_ADVERSARIAL_0_27_TIMEOUT,seed_001_long32,27,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,8,106,3.312500,0.000000,1.000000,1.000000,0.625000,0.000000,0.000000,0.000000,10.125000,12.000000,12.000000,20,0,1,5,,,,3,9.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_27_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_28_NONE,seed_001_long32,28,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,5,62,1.291667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.000000,6.000000,6.000000,32,0,0,8,,,,3,3.000000,1,out/logs_swinf/seed_001_long32_ADVERSARIAL_0_28_NONE.log
