run_id,seed_id,schedule_seed,policy,bound_k,fault_mode,n_cmds,scheduler_version,git_commit,mismatch,timeout,crash,pending_left,pending_peak,pending_area,pending_mean,RD,FE,RCS,completion_rate,mean_latency_disp,p95_latency_disp,max_latency_disp,mean_latency_step,p95_latency_step,max_latency_step,n_ok,n_err,n_timeout,n_fences,viol_complete_unexpected,viol_reset_pending_mismatch,viol_bound_k_overflow,tail_budget_step,tail_slack_step,tail_exceed,log_file
seed_001_long32_ADVERSARIAL_0_0_NONE,seed_001_long32,0,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,56,1.166667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.458333,6.000000,7.000000,32,0,0,8,,,,3,3.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_0_NONE.log
seed_001_long32_ADVERSARIAL_0_0_RESET,seed_001_long32,0,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,30,1.111111,0.000000,0.989474,1.000000,0.500000,0.000000,0.000000,0.000000,3.000000,5.000000,5.000000,16,0,0,5,,,,3,2.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_0_RESET.log
seed_001_long32_ADVERSARIAL_0_0_TIMEOUT,seed_001_long32,0,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,33,1.100000,0.000000,1.000000,1.000000,0.593750,0.000000,0.000000,0.000000,3.466667,5.000000,7.000000,19,0,1,5,,,,3,2.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_0_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_10_NONE,seed_001_long32,10,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,78,1.625000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5.125000,7.000000,7.000000,32,0,0,8,,,,3,4.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_10_NONE.log
seed_001_long32_ADVERSARIAL_0_10_RESET,seed_001_long32,10,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,45,1.730769,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,5.583333,7.000000,7.000000,16,0,0,5,,,,3,4.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_10_RESET.log
seed_001_long32_ADVERSARIAL_0_10_TIMEOUT,seed_001_long32,10,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,46,1.642857,0.000000,1.000000,1.000000,0.562500,0.000000,0.000000,0.000000,5.357143,7.000000,7.000000,18,0,1,5,,,,3,4.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_10_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_12_NONE,seed_001_long32,12,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,70,1.458333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.333333,7.000000,8.000000,32,0,0,8,,,,3,4.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_12_NONE.log
seed_001_long32_ADVERSARIAL_0_12_RESET,seed_001_long32,12,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,40,1.481481,0.000000,0.989474,1.000000,0.500000,0.000000,0.000000,0.000000,3.500000,6.000000,7.000000,16,0,0,5,,,,3,3.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_12_RESET.log
seed_001_long32_ADVERSARIAL_0_12_TIMEOUT,seed_001_long32,12,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,43,1.433333,0.000000,1.000000,1.000000,0.593750,0.000000,0.000000,0.000000,3.866667,6.000000,7.000000,19,0,1,5,,,,3,3.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_12_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_14_NONE,seed_001_long32,14,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,76,1.583333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5.208333,6.000000,7.000000,32,0,0,8,,,,3,3.000000,1,out/uniform_sw4/round_00/seed_001_long32_ADVERSARIAL_0_14_NONE.log
