run_id,seed_id,schedule_seed,policy,bound_k,fault_mode,n_cmds,scheduler_version,git_commit,mismatch,timeout,crash,pending_left,pending_peak,pending_area,pending_mean,RD,FE,RCS,completion_rate,mean_latency_disp,p95_latency_disp,max_latency_disp,mean_latency_step,p95_latency_step,max_latency_step,n_ok,n_err,n_timeout,n_fences,viol_complete_unexpected,viol_reset_pending_mismatch,viol_bound_k_overflow,tail_budget_step,tail_slack_step,tail_exceed,log_file
seed_001_long32_ADVERSARIAL_0_32_NONE,seed_001_long32,32,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,42,0.875000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.500000,4.000000,7.000000,32,0,0,8,,,,3,1.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_32_NONE.log
seed_001_long32_ADVERSARIAL_0_32_RESET,seed_001_long32,32,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,2,15,0.600000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,1.666667,3.000000,3.000000,16,0,0,4,,,,3,0.000000,0,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_32_RESET.log
seed_001_long32_ADVERSARIAL_0_32_TIMEOUT,seed_001_long32,32,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,2,15,0.576923,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,1.615385,3.000000,3.000000,16,0,1,4,,,,3,0.000000,0,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_32_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_33_NONE,seed_001_long32,33,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,68,1.416667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.250000,7.000000,8.000000,32,0,0,8,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_33_NONE.log
seed_001_long32_ADVERSARIAL_0_33_RESET,seed_001_long32,33,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,31,1.192308,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,3.083333,5.000000,5.000000,16,0,0,5,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_33_RESET.log
seed_001_long32_ADVERSARIAL_0_33_TIMEOUT,seed_001_long32,33,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,32,1.142857,0.000000,1.000000,1.000000,0.562500,0.000000,0.000000,0.000000,3.214286,5.000000,5.000000,18,0,1,5,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_33_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_36_NONE,seed_001_long32,36,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,70,1.458333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.083333,8.000000,8.000000,32,0,0,8,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_36_NONE.log
seed_001_long32_ADVERSARIAL_0_36_RESET,seed_001_long32,36,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,32,1.185185,0.000000,0.989474,1.000000,0.500000,0.000000,0.000000,0.000000,2.500000,6.000000,7.000000,16,0,0,5,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_36_RESET.log
seed_001_long32_ADVERSARIAL_0_36_TIMEOUT,seed_001_long32,36,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,35,1.166667,0.000000,1.000000,1.000000,0.593750,0.000000,0.000000,0.000000,3.266667,7.000000,8.000000,19,0,1,5,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_36_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_38_NONE,seed_001_long32,38,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,58,1.208333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.666667,6.000000,8.000000,32,0,0,8,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_38_NONE.log
seed_001_long32_ADVERSARIAL_0_38_RESET,seed_001_long32,38,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,37,1.423077,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,4.000000,6.000000,8.000000,16,0,0,4,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_38_RESET.log
seed_001_long32_ADVERSARIAL_0_38_TIMEOUT,seed_001_long32,38,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,38,1.357143,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,4.000000,6.000000,8.000000,17,0,1,4,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_38_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_39_NONE,seed_001_long32,39,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,76,1.583333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.541667,6.000000,8.000000,32,0,0,8,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_39_NONE.log
seed_001_long32_ADVERSARIAL_0_39_RESET,seed_001_long32,39,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,42,1.555556,0.000000,0.989474,1.000000,0.500000,0.000000,0.000000,0.000000,4.083333,6.000000,8.000000,16,0,0,5,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_39_RESET.log
seed_001_long32_ADVERSARIAL_0_39_TIMEOUT,seed_001_long32,39,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,45,1.500000,0.000000,1.000000,1.000000,0.593750,0.000000,0.000000,0.000000,4.266667,6.000000,8.000000,19,0,1,5,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_39_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_42_NONE,seed_001_long32,42,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,58,1.208333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.666667,7.000000,7.000000,32,0,0,8,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_42_NONE.log
seed_001_long32_ADVERSARIAL_0_42_RESET,seed_001_long32,42,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,37,1.423077,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,4.666667,7.000000,7.000000,16,0,0,4,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_42_RESET.log
seed_001_long32_ADVERSARIAL_0_42_TIMEOUT,seed_001_long32,42,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,38,1.357143,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,4.285714,7.000000,7.000000,17,0,1,4,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_42_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_45_NONE,seed_001_long32,45,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,70,1.458333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.083333,6.000000,7.000000,32,0,0,8,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_45_NONE.log
seed_001_long32_ADVERSARIAL_0_45_RESET,seed_001_long32,45,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,39,1.500000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,3.916667,5.000000,7.000000,16,0,0,4,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_45_RESET.log
seed_001_long32_ADVERSARIAL_0_45_TIMEOUT,seed_001_long32,45,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,40,1.428571,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,3.785714,5.000000,7.000000,17,0,1,4,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_45_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_49_NONE,seed_001_long32,49,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,78,1.625000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.916667,8.000000,8.000000,32,0,0,8,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_49_NONE.log
seed_001_long32_ADVERSARIAL_0_49_RESET,seed_001_long32,49,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,44,1.629630,0.000000,0.989474,1.000000,0.500000,0.000000,0.000000,0.000000,4.333333,7.000000,8.000000,16,0,0,5,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_49_RESET.log
seed_001_long32_ADVERSARIAL_0_49_TIMEOUT,seed_001_long32,49,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,47,1.566667,0.000000,1.000000,1.000000,0.593750,0.000000,0.000000,0.000000,4.600000,8.000000,8.000000,19,0,1,5,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_49_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_51_NONE,seed_001_long32,51,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,56,1.166667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.291667,5.000000,6.000000,32,0,0,8,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_51_NONE.log
seed_001_long32_ADVERSARIAL_0_51_RESET,seed_001_long32,51,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,31,1.192308,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,3.416667,5.000000,6.000000,16,0,0,4,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_51_RESET.log
seed_001_long32_ADVERSARIAL_0_51_TIMEOUT,seed_001_long32,51,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,32,1.142857,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,3.214286,5.000000,6.000000,17,0,1,4,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_51_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_53_NONE,seed_001_long32,53,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,94,1.958333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,6.166667,8.000000,8.000000,32,0,0,8,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_53_NONE.log
seed_001_long32_ADVERSARIAL_0_53_RESET,seed_001_long32,53,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,59,2.269231,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,6.916667,8.000000,8.000000,16,0,0,4,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_53_RESET.log
seed_001_long32_ADVERSARIAL_0_53_TIMEOUT,seed_001_long32,53,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,60,2.142857,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,6.571429,8.000000,8.000000,17,0,1,4,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_53_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_5_NONE,seed_001_long32,5,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,3,42,0.875000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.291667,4.000000,4.000000,32,0,0,8,,,,3,1.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_5_NONE.log
seed_001_long32_ADVERSARIAL_0_5_RESET,seed_001_long32,5,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,3,21,0.840000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,2.333333,4.000000,4.000000,16,0,0,4,,,,3,1.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_5_RESET.log
seed_001_long32_ADVERSARIAL_0_5_TIMEOUT,seed_001_long32,5,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,3,21,0.807692,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,2.307692,4.000000,4.000000,16,0,1,4,,,,3,1.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_5_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_60_NONE,seed_001_long32,60,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,60,1.250000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.500000,6.000000,6.000000,32,0,0,8,,,,3,3.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_60_NONE.log
seed_001_long32_ADVERSARIAL_0_60_RESET,seed_001_long32,60,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,3,29,1.115385,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,2.666667,5.000000,6.000000,16,0,0,5,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_60_RESET.log
seed_001_long32_ADVERSARIAL_0_60_TIMEOUT,seed_001_long32,60,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,3,30,1.071429,0.000000,1.000000,1.000000,0.562500,0.000000,0.000000,0.000000,2.857143,5.000000,6.000000,18,0,1,5,,,,3,2.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_60_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_61_NONE,seed_001_long32,61,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,74,1.541667,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.916667,7.000000,8.000000,32,0,0,8,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_61_NONE.log
seed_001_long32_ADVERSARIAL_0_61_RESET,seed_001_long32,61,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,45,1.730769,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,5.166667,7.000000,8.000000,16,0,0,4,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_61_RESET.log
seed_001_long32_ADVERSARIAL_0_61_TIMEOUT,seed_001_long32,61,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,46,1.642857,0.000000,1.000000,1.000000,0.531250,0.000000,0.000000,0.000000,4.857143,7.000000,8.000000,17,0,1,4,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_61_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_62_NONE,seed_001_long32,62,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,82,1.708333,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5.791667,8.000000,8.000000,32,0,0,8,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_62_NONE.log
seed_001_long32_ADVERSARIAL_0_62_RESET,seed_001_long32,62,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,53,2.038462,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,6.500000,8.000000,8.000000,16,0,0,5,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_62_RESET.log
seed_001_long32_ADVERSARIAL_0_62_TIMEOUT,seed_001_long32,62,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,54,1.928571,0.000000,1.000000,1.000000,0.562500,0.000000,0.000000,0.000000,6.428571,8.000000,8.000000,18,0,1,5,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_62_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_64_NONE,seed_001_long32,64,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,72,1.500000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.708333,7.000000,8.000000,32,0,0,8,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_64_NONE.log
seed_001_long32_ADVERSARIAL_0_64_RESET,seed_001_long32,64,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,41,1.576923,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,4.416667,7.000000,8.000000,16,0,0,5,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_64_RESET.log
seed_001_long32_ADVERSARIAL_0_64_TIMEOUT,seed_001_long32,64,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,42,1.500000,0.000000,1.000000,1.000000,0.562500,0.000000,0.000000,0.000000,4.714286,7.000000,8.000000,18,0,1,5,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_64_TIMEOUT.log
seed_001_long32_ADVERSARIAL_0_65_NONE,seed_001_long32,65,ADVERSARIAL,0,NONE,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,66,1.375000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,4.000000,7.000000,8.000000,32,0,0,8,,,,3,4.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_65_NONE.log
seed_001_long32_ADVERSARIAL_0_65_RESET,seed_001_long32,65,ADVERSARIAL,0,RESET,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,0,0,0,4,47,1.807692,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,5.000000,8.000000,8.000000,16,0,0,5,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_65_RESET.log
seed_001_long32_ADVERSARIAL_0_65_TIMEOUT,seed_001_long32,65,ADVERSARIAL,0,TIMEOUT,32,v1.0,f5066ceac2cd38a1d22cfaaa22b2fc8b1a31993c,0,1,0,0,4,48,1.714286,0.000000,1.000000,1.000000,0.562500,0.000000,0.000000,0.000000,5.142857,8.000000,8.000000,18,0,1,5,,,,3,5.000000,1,out/rdss_sw4/round_00/seed_001_long32_ADVERSARIAL_0_65_TIMEOUT.log
