seed_id,policy,bound_k,fault_mode,runs_n,mismatch_rate,timeout_rate,crash_rate,RD_mean,RD_std,FE_mean,FE_std,pending_peak_mean,pending_peak_std,pending_peak_median,pending_area_mean,pending_area_std,pending_area_median,SSI_area,SSI,RCS_mean,RCS_std
seed_001_long32,ADVERSARIAL,3,RESET,100,0.000000,0.000000,0.000000,0.086333,0.076708,0.832974,0.127677,7.610000,3.540890,7.000000,83.100000,62.074874,58.500000,0.746990,0.465294,1.000000,0.000000
seed_001_long32,ADVERSARIAL,3,TIMEOUT,100,0.000000,1.000000,0.000000,0.168635,0.056183,0.864135,0.105833,7.610000,3.540890,7.000000,95.810000,78.882152,62.500000,0.823319,0.465294,1.000000,0.000000
seed_001_long32,ADVERSARIAL,5,NONE,100,0.000000,0.000000,0.000000,0.169012,0.069018,0.861956,0.121921,8.770000,3.221351,8.000000,143.920000,77.328349,124.000000,0.537301,0.367315,1.000000,0.000000
seed_001_long32,ADVERSARIAL,5,RESET,100,0.000000,0.000000,0.000000,0.117083,0.094783,0.798647,0.163715,7.610000,3.540890,7.000000,85.570000,64.215926,61.000000,0.750449,0.465294,1.000000,0.000000
seed_001_long32,ADVERSARIAL,5,TIMEOUT,100,0.000000,1.000000,0.000000,0.218881,0.092428,0.819649,0.148039,7.610000,3.540890,7.000000,96.670000,79.005197,66.000000,0.817267,0.465294,1.000000,0.000000
seed_001_long32,ADVERSARIAL,10,NONE,100,0.000000,0.000000,0.000000,0.210948,0.118993,0.837927,0.159777,8.770000,3.221351,8.000000,144.520000,77.470831,126.000000,0.536056,0.367315,1.000000,0.000000
seed_001_long32,ADVERSARIAL,10,RESET,100,0.000000,0.000000,0.000000,0.141750,0.100343,0.778594,0.190743,7.610000,3.540890,7.000000,85.830000,64.861399,60.500000,0.755696,0.465294,1.000000,0.000000
seed_001_long32,ADVERSARIAL,10,TIMEOUT,100,0.000000,1.000000,0.000000,0.256668,0.131863,0.795996,0.177933,7.610000,3.540890,7.000000,96.770000,78.870762,66.000000,0.815033,0.465294,1.000000,0.000000
seed_001_long32,ADVERSARIAL,inf,NONE,100,0.000000,0.000000,0.000000,0.218186,0.135375,0.834819,0.168159,8.770000,3.221351,8.000000,144.780000,78.178716,126.000000,0.539983,0.367315,1.000000,0.000000
seed_001_long32,ADVERSARIAL,inf,RESET,100,0.000000,0.000000,0.000000,0.146167,0.096663,0.775915,0.196402,7.610000,3.540890,7.000000,85.470000,64.414355,60.500000,0.753649,0.465294,1.000000,0.000000
seed_001_long32,ADVERSARIAL,inf,TIMEOUT,100,0.000000,1.000000,0.000000,0.262530,0.142083,0.793058,0.184194,7.610000,3.540890,7.000000,97.010000,79.677411,66.000000,0.821332,0.465294,1.000000,0.000000
seed_001_long32,BATCHED,0,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,5.110000,1.574135,5.000000,54.660000,14.235322,52.000000,0.260434,0.308050,1.000000,0.000000
seed_001_long32,BATCHED,0,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.997747,0.005711,4.630000,1.331578,4.000000,31.390000,10.556415,29.000000,0.336299,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,0,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,4.630000,1.331578,4.000000,32.580000,11.613079,30.000000,0.356448,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,1,NONE,100,0.000000,0.000000,0.000000,0.015665,0.004304,0.999184,0.001224,5.110000,1.574135,5.000000,54.660000,14.082770,52.000000,0.257643,0.308050,1.000000,0.000000
seed_001_long32,BATCHED,1,RESET,100,0.000000,0.000000,0.000000,0.032417,0.012850,0.995242,0.008075,4.630000,1.331578,4.000000,31.390000,10.544093,29.000000,0.335906,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,1,TIMEOUT,100,0.000000,1.000000,0.000000,0.028814,0.010356,0.997292,0.006023,4.630000,1.331578,4.000000,32.560000,11.614060,30.000000,0.356697,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,2,NONE,100,0.000000,0.000000,0.000000,0.023468,0.008162,0.997707,0.002564,5.110000,1.574135,5.000000,54.580000,14.046480,52.000000,0.257356,0.308050,1.000000,0.000000
seed_001_long32,BATCHED,2,RESET,100,0.000000,0.000000,0.000000,0.047333,0.024062,0.991154,0.012770,4.630000,1.331578,4.000000,31.360000,10.392805,29.000000,0.331403,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,2,TIMEOUT,100,0.000000,1.000000,0.000000,0.042570,0.022101,0.993044,0.011183,4.630000,1.331578,4.000000,32.480000,11.255647,30.000000,0.346541,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,3,NONE,100,0.000000,0.000000,0.000000,0.027137,0.009700,0.996878,0.003408,5.110000,1.574135,5.000000,54.680000,14.252635,52.000000,0.260655,0.308050,1.000000,0.000000
seed_001_long32,BATCHED,3,RESET,100,0.000000,0.000000,0.000000,0.053667,0.026413,0.988971,0.014255,4.630000,1.331578,4.000000,31.260000,10.373640,29.000000,0.331850,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,3,TIMEOUT,100,0.000000,1.000000,0.000000,0.049233,0.024467,0.990981,0.012021,4.630000,1.331578,4.000000,32.520000,11.596965,30.000000,0.356610,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,5,NONE,100,0.000000,0.000000,0.000000,0.028931,0.011757,0.996269,0.003242,5.110000,1.574135,5.000000,54.640000,13.887779,52.000000,0.254169,0.308050,1.000000,0.000000
seed_001_long32,BATCHED,5,RESET,100,0.000000,0.000000,0.000000,0.057667,0.034373,0.987021,0.015891,4.630000,1.331578,4.000000,31.250000,10.085014,29.000000,0.322720,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,5,TIMEOUT,100,0.000000,1.000000,0.000000,0.053134,0.031901,0.989136,0.014036,4.630000,1.331578,4.000000,32.500000,11.195981,30.000000,0.344492,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,10,NONE,100,0.000000,0.000000,0.000000,0.029355,0.012854,0.996166,0.003547,5.110000,1.574135,5.000000,54.720000,14.044273,52.000000,0.256657,0.308050,1.000000,0.000000
seed_001_long32,BATCHED,10,RESET,100,0.000000,0.000000,0.000000,0.057500,0.034490,0.986434,0.017952,4.630000,1.331578,4.000000,31.360000,10.291278,29.000000,0.328166,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,10,TIMEOUT,100,0.000000,1.000000,0.000000,0.052966,0.031987,0.988549,0.016558,4.630000,1.331578,4.000000,32.560000,11.319293,30.000000,0.347644,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,inf,NONE,100,0.000000,0.000000,0.000000,0.029194,0.012377,0.996127,0.003638,5.110000,1.574135,5.000000,54.720000,14.044273,52.000000,0.256657,0.308050,1.000000,0.000000
seed_001_long32,BATCHED,inf,RESET,100,0.000000,0.000000,0.000000,0.057500,0.034490,0.986434,0.017952,4.630000,1.331578,4.000000,31.360000,10.291278,29.000000,0.328166,0.287598,1.000000,0.000000
seed_001_long32,BATCHED,inf,TIMEOUT,100,0.000000,1.000000,0.000000,0.052966,0.031987,0.988549,0.016558,4.630000,1.331578,4.000000,32.560000,11.319293,30.000000,0.347644,0.287598,1.000000,0.000000
seed_001_long32,FIFO,0,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.770000,3.221351,8.000000,139.040000,74.840887,120.000000,0.538269,0.367315,1.000000,0.000000
seed_001_long32,FIFO,0,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.975375,0.034662,7.610000,3.540890,7.000000,82.330000,61.755333,61.000000,0.750095,0.465294,1.000000,0.000000
seed_001_long32,FIFO,0,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.610000,3.540890,7.000000,93.690000,77.210711,65.000000,0.824108,0.465294,1.000000,0.000000
seed_001_long32,FIFO,1,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.770000,3.221351,8.000000,139.040000,74.840887,120.000000,0.538269,0.367315,1.000000,0.000000
seed_001_long32,FIFO,1,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.975375,0.034662,7.610000,3.540890,7.000000,82.330000,61.755333,61.000000,0.750095,0.465294,1.000000,0.000000
seed_001_long32,FIFO,1,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.610000,3.540890,7.000000,93.690000,77.210711,65.000000,0.824108,0.465294,1.000000,0.000000
seed_001_long32,FIFO,2,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.770000,3.221351,8.000000,139.040000,74.840887,120.000000,0.538269,0.367315,1.000000,0.000000
seed_001_long32,FIFO,2,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.975375,0.034662,7.610000,3.540890,7.000000,82.330000,61.755333,61.000000,0.750095,0.465294,1.000000,0.000000
seed_001_long32,FIFO,2,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.610000,3.540890,7.000000,93.690000,77.210711,65.000000,0.824108,0.465294,1.000000,0.000000
seed_001_long32,FIFO,3,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.770000,3.221351,8.000000,139.040000,74.840887,120.000000,0.538269,0.367315,1.000000,0.000000
seed_001_long32,FIFO,3,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.975375,0.034662,7.610000,3.540890,7.000000,82.330000,61.755333,61.000000,0.750095,0.465294,1.000000,0.000000
seed_001_long32,FIFO,3,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.610000,3.540890,7.000000,93.690000,77.210711,65.000000,0.824108,0.465294,1.000000,0.000000
seed_001_long32,FIFO,5,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.770000,3.221351,8.000000,139.040000,74.840887,120.000000,0.538269,0.367315,1.000000,0.000000
seed_001_long32,FIFO,5,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.975375,0.034662,7.610000,3.540890,7.000000,82.330000,61.755333,61.000000,0.750095,0.465294,1.000000,0.000000
seed_001_long32,FIFO,5,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.610000,3.540890,7.000000,93.690000,77.210711,65.000000,0.824108,0.465294,1.000000,0.000000
seed_001_long32,FIFO,10,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.770000,3.221351,8.000000,139.040000,74.840887,120.000000,0.538269,0.367315,1.000000,0.000000
seed_001_long32,FIFO,10,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.975375,0.034662,7.610000,3.540890,7.000000,82.330000,61.755333,61.000000,0.750095,0.465294,1.000000,0.000000
seed_001_long32,FIFO,10,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.610000,3.540890,7.000000,93.690000,77.210711,65.000000,0.824108,0.465294,1.000000,0.000000
seed_001_long32,FIFO,inf,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.770000,3.221351,8.000000,139.040000,74.840887,120.000000,0.538269,0.367315,1.000000,0.000000
seed_001_long32,FIFO,inf,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.975375,0.034662,7.610000,3.540890,7.000000,82.330000,61.755333,61.000000,0.750095,0.465294,1.000000,0.000000
seed_001_long32,FIFO,inf,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.610000,3.540890,7.000000,93.690000,77.210711,65.000000,0.824108,0.465294,1.000000,0.000000
seed_001_long32,RANDOM,0,NONE,100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.290000,3.213394,8.000000,127.400000,66.697826,112.000000,0.523531,0.387623,1.000000,0.000000
seed_001_long32,RANDOM,0,RESET,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.978216,0.029455,7.260000,3.142038,7.000000,73.740000,51.847395,56.000000,0.703111,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,0,TIMEOUT,100,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.260000,3.142038,7.000000,83.420000,64.479172,60.000000,0.772946,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,1,NONE,100,0.000000,0.000000,0.000000,0.025544,0.006465,0.996723,0.003013,8.290000,3.213394,8.000000,129.040000,67.792318,110.000000,0.525359,0.387623,1.000000,0.000000
seed_001_long32,RANDOM,1,RESET,100,0.000000,0.000000,0.000000,0.045000,0.016583,0.973412,0.029838,7.260000,3.142038,7.000000,75.050000,53.076242,56.500000,0.707212,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,1,TIMEOUT,100,0.000000,1.000000,0.000000,0.035006,0.011888,0.994399,0.006978,7.260000,3.142038,7.000000,84.620000,65.766523,62.000000,0.777198,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,2,NONE,100,0.000000,0.000000,0.000000,0.045867,0.013799,0.990687,0.007322,8.290000,3.213394,8.000000,128.520000,67.372766,112.000000,0.524220,0.387623,1.000000,0.000000
seed_001_long32,RANDOM,2,RESET,100,0.000000,0.000000,0.000000,0.075167,0.031732,0.961861,0.034360,7.260000,3.142038,7.000000,74.840000,53.047473,58.000000,0.708812,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,2,TIMEOUT,100,0.000000,1.000000,0.000000,0.063422,0.022401,0.983605,0.016564,7.260000,3.142038,7.000000,83.880000,65.420223,61.000000,0.779926,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,3,NONE,100,0.000000,0.000000,0.000000,0.060766,0.020545,0.984249,0.011145,8.290000,3.213394,8.000000,130.360000,69.171890,116.000000,0.530622,0.387623,1.000000,0.000000
seed_001_long32,RANDOM,3,RESET,100,0.000000,0.000000,0.000000,0.094167,0.045651,0.952102,0.036645,7.260000,3.142038,7.000000,76.370000,54.687413,57.500000,0.716085,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,3,TIMEOUT,100,0.000000,1.000000,0.000000,0.082818,0.030921,0.973161,0.021034,7.260000,3.142038,7.000000,85.700000,66.990522,59.500000,0.781686,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,5,NONE,100,0.000000,0.000000,0.000000,0.078004,0.033396,0.974832,0.020106,8.290000,3.213394,8.000000,129.680000,68.605376,115.000000,0.529036,0.387623,1.000000,0.000000
seed_001_long32,RANDOM,5,RESET,100,0.000000,0.000000,0.000000,0.105083,0.055464,0.934688,0.056697,7.260000,3.142038,7.000000,75.360000,52.829825,58.500000,0.701033,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,5,TIMEOUT,100,0.000000,1.000000,0.000000,0.103064,0.046487,0.959123,0.031865,7.260000,3.142038,7.000000,85.220000,66.141754,60.000000,0.776129,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,10,NONE,100,0.000000,0.000000,0.000000,0.096008,0.055072,0.958627,0.042947,8.290000,3.213394,8.000000,130.080000,68.140396,115.000000,0.523835,0.387623,1.000000,0.000000
seed_001_long32,RANDOM,10,RESET,100,0.000000,0.000000,0.000000,0.114250,0.067271,0.922436,0.080161,7.260000,3.142038,7.000000,75.230000,51.964191,56.500000,0.690738,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,10,TIMEOUT,100,0.000000,1.000000,0.000000,0.118141,0.066163,0.947989,0.055173,7.260000,3.142038,7.000000,85.080000,65.467959,60.000000,0.769487,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,inf,NONE,100,0.000000,0.000000,0.000000,0.098206,0.060090,0.957202,0.048240,8.290000,3.213394,8.000000,130.020000,67.763999,115.000000,0.521181,0.387623,1.000000,0.000000
seed_001_long32,RANDOM,inf,RESET,100,0.000000,0.000000,0.000000,0.113833,0.067959,0.921196,0.083056,7.260000,3.142038,7.000000,75.380000,52.791435,56.500000,0.700337,0.432788,1.000000,0.000000
seed_001_long32,RANDOM,inf,TIMEOUT,100,0.000000,1.000000,0.000000,0.119970,0.068971,0.946291,0.057737,7.260000,3.142038,7.000000,85.080000,65.260199,60.000000,0.767045,0.432788,1.000000,0.000000
